"stnid","stname","lat","lon","address","city","state"
"958220-99999","DARTMOOR",-37.917,141.267,"Radiata Road, Dartmoor, Shire of Glenelg, Victoria, 3304, Australia","Radiata Road","Victoria"
"958230-99999","PADTHAWAY SOUTH",-36.65,140.517,"Grubbed Road, Padthaway, Tatiara District Council, South Australia, 5271, Australia","Grubbed Road","South Australia"
"958250-99999","CASTERTON",-37.583,141.333,"Corndale School Road, Corndale, Casterton, Shire of Glenelg, Victoria, 3311, Australia","Corndale School Road","Victoria"
"958270-99999","KANAGULK",-37.117,141.8,"Elliotts Road, Kanagulk, Rural City of Horsham, Victoria, 3401, Australia","Elliotts Road","Victoria"
"958310-99999","WALPEUP RESEARCH",-35.117,142,"Meridian Road, Walpeup, Rural City of Mildura, Victoria, 3507, Australia","Meridian Road","Victoria"
"958320-99999","EDENHOPE AIRPORT",-37.017,141.267,"Edenhope Airport, Rifle Range Road, Edenhope, Shire of West Wimmera, Victoria, 3318, Australia","Edenhope Airport","Victoria"
"958330-99999","KYABRAM (INST SUSTAINABLE AG)",-36.333,145.067,"Cooma Road, Kyabram, Shire of Campaspe, Victoria, 3620, Australia","Cooma Road","Victoria"
"958350-99999","LONGERENONG",-36.667,142.3,"Longerenong Agricultural College, East Lane, Longerenong, Rural City of Horsham, Victoria, 3401, Australia","Longerenong Agricultural College","Victoria"
"958360-99999","TATURA INST SUSTAINABLE AG",-36.433,145.267,"Agriculture Victoria, 255, Ferguson Road, Tatura, City of Greater Shepparton, Victoria, 3616, Australia","Agriculture Victoria","Victoria"
"958370-99999","RUTHERGLEN RESEARCH",-36.1,146.5,"United Road, Rutherglen, Shire of Indigo, Victoria, 3685, Australia","United Road","Victoria"
"958380-99999","EDI UPPER VINEYARD",-36.733,146.467,"S E C Track, Edi Upper, Rural City of Wangaratta, Victoria, 3678, Australia","S E C Track","Victoria"
"958390-99999","HORSHAM AERODROME",-36.667,142.167,"Geodetic Road, Pimpinio, Rural City of Horsham, Victoria, 3401, Australia","Geodetic Road","Victoria"
"958400-99999","WESTMERE",-37.7,142.933,"124, McCrows Road, Westmere, Rural City of Ararat, Victoria, 3351, Australia","McCrows Road","Victoria"
"958430-99999","STRATHBOGIE",-36.85,145.733,"2125, Euroa - Strathbogie Road, Strathbogie, Shire of Strathbogie, Victoria, 3666, Australia","Euroa - Strathbogie Road","Victoria"
"958450-99999","MT GELLIBRAND",-38.233,143.783,"Mount Gellibrand Road, Beeac, Shire of Colac Otway, Victoria, 3251, Australia","Mount Gellibrand Road","Victoria"
"958530-99999","CASTLEMAINE PRISON",-37.067,144.233,"Leanganock Track, Wesley Hill, Moonlight Flat, Castlemaine, Shire of Mount Alexander, Victoria, 3450, Australia","Leanganock Track","Victoria"
"958640-99999","ST KILDA HARBOUR (RMYS)",-37.867,144.967,"St Kilda Pier, St.Kilda Pier, City of Port Phillip, Victoria, 3182, Australia","St Kilda Pier","Victoria"
"958660-99999","ESSENDON AIRPORT",-37.733,144.9,"Perimeter Road, Essendon Fields, Melbourne, City of Moonee Valley, Victoria, 3041, Australia","Perimeter Road","Victoria"
"958670-99999","SCORESBY RESEARCH INSTITUTE",-37.867,145.25,"Lewis Road, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia","Lewis Road","Victoria"
"958690-99999","DENILIQUIN AIRPORT AWS",-35.567,144.95,"Cobb Highway, Deniliquin, Edward River Council, New South Wales, 2710, Australia","Cobb Highway","New South Wales"
"958720-99999","FAWKNER BEACON",-37.95,144.933,"Victoria, Australia","Victoria","Victoria"
"958740-99999","VIEWBANK (ARPNSA)",-37.733,145.1,"3, Rainsford Place, Viewbank, Melbourne, City of Banyule, Victoria, 3084, Australia","Rainsford Place","Victoria"
"958810-99999","WONTHAGGI",-38.6,145.583,"Wonthaggi Golf Club, McKenzie Street, Wonthaggi, Bass Coast Shire, Victoria, 3995, Australia","Wonthaggi Golf Club","Victoria"
"958900-99999","YARRAM AIRPORT",-38.567,146.75,"Yarram Airport, Parkside Aerodrome Road, Yarram, Shire of Wellington, Victoria, 3971, Australia","Yarram Airport","Victoria"
"958950-99999","COROWA AIRPORT",-35.983,146.35,"Redlands Road, Rennie, Corowa, Federation Council, New South Wales, 2646, Australia","Redlands Road","New South Wales"
"958960-99999","ALBURY AEROPORT",-36.067,146.95,"Albury Airport, Koowong Lane, Thurgoona, Albury, Albury City Council, New South Wales, 2640, Australia","Albury Airport","New South Wales"
"959010-99999","MT BAW BAW",-37.833,146.267,"Mueller's Trail, Baw Baw Village, Mount Baw Baw Alpine Resort, Victoria, 3833, Australia","Mueller's Trail","Victoria"
"959040-99999","LAKES ENTRANCE",-37.867,148,"Lakes Entrance Secondary College, 1-11, North Street, Lakes Entrance, Shire of East Gippsland, Victoria, 3909, Australia","Lakes Entrance Secondary College","Victoria"
"959080-99999","THREDBO",-36.5,148.3,"Meadows Nature Track, Thredbo, Snowy Monaro Regional Council, New South Wales, 2625, Australia","Meadows Nature Track","New South Wales"
"959090-99999","THREDBO AWS",-36.5,148.283,"Ramshead Top Station, Merritts Nature Trail, Thredbo, Snowy Monaro Regional Council, New South Wales, 2625, Australia","Ramshead Top Station","New South Wales"
"959130-99999","MT MOORNAPA",-37.75,147.133,"Ten Mile Track, Moornapa, Shire of Wellington, Victoria, 3862, Australia","Ten Mile Track","Victoria"
"959160-99999","CABRAMURRA SMHEA",-35.933,148.383,"Talara Street, Cabramurra, Snowy Valleys Council, New South Wales, 2629, Australia","Talara Street","New South Wales"
"959180-99999","ORBOST",-37.683,148.467,"Duggans Road, Orbost, Shire of East Gippsland, Victoria, 3888, Australia","Duggans Road","Victoria"
"959250-99999","MOUNT GININI",-35.533,148.767,"Harry's Spur, Snowy Valleys Council, New South Wales, 2611, Australia","Harry's Spur","New South Wales"
"959290-99999","MERIMBULA AIRPORT",-36.917,149.9,"Arthur Kaine Drive, Merimbula, Bega Valley Shire Council, New South Wales, 2548, Australia","Arthur Kaine Drive","New South Wales"
"959310-99999","BEGA AWS",-36.667,149.817,"Ridge Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","Ridge Street","New South Wales"
"959350-99999","NAROOMA RVCP",-36.217,150.133,"Noorooma Crescent, Narooma, Eurobodalla Shire Council, New South Wales, 2546, Australia","Noorooma Crescent","New South Wales"
"959360-99999","MELBOURNE (OLYMPIC PARK)",-37.833,144.983,"Royal Botanic Gardens, Government House Drive, Government House, Melbourne, City of Melbourne, Victoria, 3004, Australia","Royal Botanic Gardens","Victoria"
"959370-99999","MORUYA AIRPORT",-35.9,150.15,"North Head Campground, Bruce Cameron Drive, Moruya, Eurobodalla Shire Council, New South Wales, 2537, Australia","North Head Campground","New South Wales"
"959400-99999","PT PERPENDICULAR AWS",-35.083,150.8,"Outer Tubes Track, Shoalhaven City Council, New South Wales, Australia","Outer Tubes Track","New South Wales"
"959520-99999","MOUNT READ",-41.85,145.533,"Mount Read Road, Rosebery, West Coast, Tasmania, 7470, Australia","Mount Read Road","Tasmania"
"959530-99999","STRATHGORDON VILLAGE",-42.767,146.05,"Gordon River Road, Strathgordon, Derwent Valley, Tasmania, 7139, Australia","Gordon River Road","Tasmania"
"959560-99999","LUNCHERON HILL FORESTRY",-41.15,145.15,"West Coast, Tasmania, 7330, Australia","West Coast","Tasmania"
"959570-99999","WYNYARD AIRPORT",-41,145.733,"Burnie Wynyard Airport, Airport Street, Wynyard, Waratah-Wynyard, Tasmania, 7325, Australia","Burnie Wynyard Airport","Tasmania"
"959580-99999","SCOTTS PEAK DAM",-43.05,146.267,"McKays Track, Derwent Valley, Tasmania, Australia","McKays Track","Tasmania"
"959590-99999","LIAWENEE AWS",-41.9,146.667,"Lake Augusta Road, Liawenee, Central Highlands, Tasmania, 7030, Australia","Lake Augusta Road","Tasmania"
"959600-99999","DEVONPORT AIRPORT",-41.167,146.417,"John Palmer Track, East Devonport, Wesley Vale, Latrobe, Tasmania, 7307, Australia","John Palmer Track","Tasmania"
"959610-99999","LOW ROCKY POINT (AWS)",-42.983,145.5,"Low Rocky Point, West Coast, Tasmania, Australia","Low Rocky Point","Tasmania"
"959620-99999","WARRA",-43.067,146.7,"Southwest, Derwent Valley, Tasmania, 7116, Australia","Southwest","Tasmania"
"959640-99999","LOW HEAD",-41.05,146.783,"Tasmania, Australia","Tasmania","Tasmania"
"959660-99999","LAUNCESTON AIRPORT",-41.55,147.217,"Airport Access Road, Western Junction, Northern Midlands, Tasmania, 7212, Australia","Airport Access Road","Tasmania"
"959670-99999","CAPE BRUNY (CAPE BRUNY)",-43.483,147.15,"Lighthouse Road, South Bruny, Kingborough, Tasmania, 7150, Australia","Lighthouse Road","Tasmania"
"959690-99999","CRESSY RESEARCH STATION",-41.733,147.083,"Cressy Road, Cressy, Northern Midlands, Tasmania, 7302, Australia","Cressy Road","Tasmania"
"959700-99999","TARRALEAH VILLAGE",-42.3,146.45,"Cottage, 11, Oldina Drive, Tarraleah Estate, Tarraleah, Central Highlands, Tasmania, 7140, Australia","Cottage","Tasmania"
"959720-99999","CAMPANIA (KINKORA)",-42.683,147.417,"105, Tea Tree Road, Rekuna, Tea Tree, Campania, Southern Midlands, Tasmania, 7026, Australia","Tea Tree Road","Tasmania"
"959740-99999","FINGAL (LEGGE STREET)",-41.633,147.967,"Mathinna Road, Fingal, Break O'Day, Tasmania, 7214, Australia","Mathinna Road","Tasmania"
"959770-99999","GROVE (RESEARCH STATION)",-42.983,147.067,"Tasman Road, Grove, Huon Valley, Tasmania, 7109, Australia","Tasman Road","Tasmania"
"959790-99999","MT WELLINGTON",-42.9,147.233,"South Wellington Track, City of Hobart, Tasmania, Australia","South Wellington Track","Tasmania"
"959810-99999","ST HELENS AERODROME",-41.333,148.267,"St Helens Point Road, Parnella, Akaroa, St Helens, Break O'Day, Tasmania, 7216, Australia","St Helens Point Road","Tasmania"
"959840-99999","ORFORD",-42.55,147.867,"Orford, Glamorgan-Spring Bay, Tasmania, 7190, Australia","Orford","Tasmania"
"959850-99999","SWAN ISLAND AWS",-40.717,148.117,"Tasmania, Australia","Tasmania","Tasmania"
"959860-99999","TASMAN ISLAND",-43.233,148,"Access Track, Tasman, Tasmania, Australia","Access Track","Tasmania"
"959880-99999","MARIA ISLAND (POINT LESUEUR)",-42.667,148.017,"Convict Cells track, Glamorgan-Spring Bay, Tasmania, Australia","Convict Cells track","Tasmania"
"959890-99999","BICHENO (COUNCIL DEPOT)",-41.867,148.3,"Burgess Street, Bicheno, Glamorgan-Spring Bay, Tasmania, 7215, Australia","Burgess Street","Tasmania"
"959950-99999","LORD HOWE ISLAND WINDY POINT",-31.533,159.067,"Lagoon Road, Thornleigh Farm, Lord Howe Island, Unincorporated New South Wales, New South Wales, 2898, Australia","Lagoon Road","New South Wales"
